Machine readable	1acb751e-decc-405a-095a-4aa568f70b9a	e2b64f4a-3173-4f62-ef89-a9c9dd39694e	abfab98b-8018-4089-b600-63ff50eaef9d	868402c1-7656-4c80-410e-2ee7aaac320f	633598be-b90d-4822-db50-7d2b3506ffaf	757c2dae-9ec4-495f-3c97-5721a303d57a	b8dbe898-da6d-45fc-5932-06b052b148c2	933091ef-9a5f-4427-266a-3b6cc49f3d8e	008b513e-a177-4c33-9a8d-1ccc7af6488a	175110ee-6387-47a6-1a57-e73e729008b2	cb92e6c4-832a-49d3-2ea2-6ed59184898a	1b4b97a4-7d0b-4c13-0ca5-67602587bbf7	3a4ad494-80b2-45b2-7542-2b797e629d33	a6dac5f0-344f-431b-245a-5790783e4bff	91f55312-a619-438a-9dc9-ac11df5367e5	03adeac6-71b9-4151-1fff-8c5c22f7208b	83955fab-37ec-43dd-ba05-9a2be883151a	f104d132-daac-4bea-de08-2554f093b1e1	a10a9e54-a2a5-4d5a-e8c9-59e26c02b456	75bddbc3-ce14-4698-3a68-1c7cd02105f9	34e0272b-ac9e-44c8-907f-5c6a197c6918	addc8f1a-5a10-4916-a826-342a22cf947e	103fd6f1-00fb-4caa-0ff1-612d6e5a197b	167a9bf2-bf94-4b84-beae-503b7b9cccb0	9458471e-52ac-4f44-fdbf-5978e184ef7e	6de15a7f-26d7-423e-7d16-33121e65dd3e	b6bd16e5-7d43-42b5-6108-20f8001aec02	9ab06179-dccb-44bb-3a0c-c1c6943c97f1	02e39334-1975-4707-1ab0-c3bd631e104f	03fe4c37-129e-4dac-e052-1dcb1ee798c6	79a413a2-a734-44d4-d4a1-aa9f58b28c5c	95ab4414-2df3-4877-fecf-d68ca6f4a972	b8f19cfc-456b-4985-ffaf-c6e1e9687347	6f9eb33a-c517-4196-4c6d-21cfcb08b33e	c2cb5935-0c92-45d7-adb2-f8d6529de0a1	f9b6ddee-f39b-4a6e-418b-45fa16ab902d	74e0c82d-9cce-4000-9047-43d8f5c14671	6db6ccba-bff6-4b47-53dd-bbedf9e4eca2
BGE_00931_A04	BGE_00931		A04	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_A05	BGE_00931		A05	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_A06	BGE_00931		A06	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RMNH.INS.1715596	BGE_00198		G10					2024																										Dry				
BGE_00931_A11	BGE_00931		A11	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_A12	BGE_00931		A12	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_B01	BGE_00931		B01	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_B02	BGE_00931		B02	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_B03	BGE_00931		B03	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_B04	BGE_00931		B04	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_B05	BGE_00931		B05	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_B06	BGE_00931		B06	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_B07	BGE_00931		B07	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RMNH.INS.1715606	BGE_00198		H08					2024																										Dry				
RMNH.INS.1715607	BGE_00198		H09					2024																										Dry				
RMNH.INS.1715608	BGE_00198		H10					2024																										Dry				
RM3_1521	BGE_00567		A01	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1522	BGE_00567		A02	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1524	BGE_00567		A04	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
BGE_MZH_LEP_2287	BGE_00525		A07	https://ror.org/03tcx6c30						06-Jun-02													No permits needed	No										Dry				
RM3_1526	BGE_00567		A06	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
BGE_00931_C06	BGE_00931		C06	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1528	BGE_00567		A08	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
BGE_00931_C08	BGE_00931		C08	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1530	BGE_00567		A10	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1531	BGE_00567		A11	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1532	BGE_00567		A12	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1533	BGE_00567		B01	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
BGE_00931_D01	BGE_00931		D01	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_D02	BGE_00931		D02	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_D03	BGE_00931		D03	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1537	BGE_00567		B05	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1538	BGE_00567		B06	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1539	BGE_00567		B07	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1540	BGE_00567		B08	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1541	BGE_00567		B09	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1542	BGE_00567		B10	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
BGE_00122_H03																																						
BGE_00931_D11	BGE_00931		D11	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1545	BGE_00567		C01	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
BGE_00931_E01	BGE_00931		E01	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00931_E03	BGE_00931		E03	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_MZH_LEP_2291	BGE_00525		A11	https://ror.org/03tcx6c30																			No permits needed	No										Dry				
RM3_1550	BGE_00567		C06	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1551	BGE_00567		C07	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
BGE_00931_E07	BGE_00931		E07	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1553	BGE_00567		C09	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
BGE_00931_E09	BGE_00931		E09	https://www.bio.unifi.it/				january-2025															Yes											Dry				
BGE_00122_H05																																						
RM3_1556	BGE_00567		C12	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1557	BGE_00567		D01	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1558	BGE_00567		D02	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1559	BGE_00567		D03	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1560	BGE_00567		D04	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
BGE_MZH_LEP_2293	BGE_00525		B01	https://ror.org/03tcx6c30																			No permits needed	No										Dry				
BGE_00931_F05	BGE_00931		F05	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1563	BGE_00567		D07	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1564	BGE_00567		D08	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1565	BGE_00567		D09	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1566	BGE_00567		D10	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
BGE_00931_F10	BGE_00931		F10	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1568	BGE_00567		D12	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1570	BGE_00567		E02	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1571	BGE_00567		E03	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						No permits needed											Ethanol				
RM3_1572	BGE_00567		E04	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						No permits needed											Ethanol				
RM3_1573	BGE_00567		E05	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						No permits needed											Ethanol				
RM3_1574	BGE_00567		E06	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						No permits needed											Ethanol				
RM3_1575	BGE_00567		E07	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						No permits needed											Ethanol				
RM3_1576	BGE_00567		E08	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1577	BGE_00567		E09	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						No permits needed											Ethanol				
BGE_00931_G11	BGE_00931		G11	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1584	BGE_00567		F04	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
BGE_00931_H04	BGE_00931		H04	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1586	BGE_00567		F06	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1587	BGE_00567		F07	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1588	BGE_00567		F08	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
BGE_00931_H08	BGE_00931		H08	https://www.bio.unifi.it/				january-2025															Yes											Dry				
RM3_1590	BGE_00567		F10	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2776-9154										UNIFI						Yes											Ethanol				
RM3_1591	BGE_00567		F11	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2776-9154										UNIFI						Yes											Ethanol				
RM3_1592	BGE_00567		F12	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2776-9154										UNIFI						Yes											Ethanol				
RM3_1593	BGE_00567		G01	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1594	BGE_00567		G02	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1595	BGE_00567		G03	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1596	BGE_00567		G04	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1597	BGE_00567		G05	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1598	BGE_00567		G06	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1599	BGE_00567		G07	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1600	BGE_00567		G08	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1601	BGE_00567		G09	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1602	BGE_00567		G10	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2498-8917										UNIFI						Yes											Ethanol				
RM3_1603	BGE_00567		G11	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1604	BGE_00567		G12	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1605	BGE_00567		H01	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1606	BGE_00567		H02	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1607	BGE_00567		H03	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_1608	BGE_00567		H04	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1609	BGE_00567		H05	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1610	BGE_00567		H06	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1611	BGE_00567		H07	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1612	BGE_00567		H08	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1613	BGE_00567		H09	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1614	BGE_00567		H10	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_1615	BGE_00567		H11	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_856	BGE_00560		A01	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5091										UNIFI						Yes											Ethanol				
RM3_857	BGE_00560		A02	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5092										UNIFI						No permits needed											Ethanol				
RM3_858	BGE_00560		A03	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5093										UNIFI						Yes											Ethanol				
RM3_859	BGE_00560		A04	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5094										UNIFI						Yes											Ethanol				
RM3_860	BGE_00560		A05	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5095										UNIFI						Yes											Ethanol				
RM3_861	BGE_00560		A06	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-7764-5096										UNIFI						Yes											Ethanol				
RM3_862	BGE_00560		A07	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_863	BGE_00560		A08	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_864	BGE_00560		A09	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_865	BGE_00560		A10	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_866	BGE_00560		A11	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
RM3_867	BGE_00560		A12	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2776-9154										UNIFI						Yes											Ethanol				
RM3_868	BGE_00560		B01	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2776-9155										UNIFI						Yes											Ethanol				
RM3_869	BGE_00560		B02	https://scienze.uniroma3.it/			https://orcid.org/0000-0003-2776-9156										UNIFI						Yes											Ethanol				
RM3_871	BGE_00560		B04	https://scienze.uniroma3.it/			https://orcid.org/0000-0001-9710-759X										UNIFI						Yes											Ethanol				
